Moisture,Infrared,Capacitive,Ultrasonic,Temperature,Optical,Conductivity,Weight,Label
23.60352504553043,0.8590010331207338,0.4561278763278545,4.918914305675601,32.38850665881522,0.2532582767536455,0.13814002040863696,43.59277199152274,plastic
25.821844407038014,0.8716875428257381,0.42676473440484,4.807666576334811,27.24740966764751,0.2650332594029166,0.11680895659809196,55.36670558079569,plastic
17.885923703796813,0.4157540976665025,0.1715669593888286,1.1750415849726805,22.51314533078029,0.31036357212232574,0.19513933479669715,76.60913706355153,dry
28.02183213543962,0.9904488457991555,0.5921805892951708,5.811539095849729,27.123423793994167,0.10163235306495311,0.1776805063360144,64.30488786573463,plastic
16.58305049744192,0.9334389852655067,0.5146989265139362,3.2398174172650065,25.928123307503505,0.24393368455945535,0.19671686149728645,37.83537509265135,plastic
66.22626706645636,0.6371989284425256,0.7820637119249527,4.336164085681877,37.727398564407046,0.6236715191527343,0.6483875757244002,123.3368881633366,wet
14.836883641488791,0.27274215829935544,0.2187616233345903,1.6794393655959965,20.387523659414818,0.4372266744894542,0.24206207706319446,99.58976548500104,dry
13.530077542709444,0.24109066610816582,0.15959713047164828,1.5880207221836817,28.08942306860382,0.41823538915280384,0.14458861429169356,59.40137803897353,dry
0.13784339228755993,0.16643841878974108,0.21344971922604986,2.167367216380151,25.231511371220606,0.5739777388049739,0.24685153429711243,84.64387157201779,dry
16.14726672067894,0.8404557042880219,0.40793846277578366,5.96619515090387,34.151398425436376,0.1192594863171399,0.18689816650780672,53.45293669814514,plastic
16.179575368958574,0.8616858895697646,0.5803734179203819,3.361393338574864,26.90775800578866,0.19658913757828128,0.154005477380587,62.21214374987512,plastic
19.281018177549562,0.44845314938379655,0.21300567543947885,2.781006597789524,29.778481234466742,0.6698292125667644,0.1367210946014416,80.70878662094317,dry
95.68964700287788,0.5569183529955611,0.7517346561845399,3.326691946673953,25.59884613472282,0.5587225942126133,0.7299189447894389,107.4297531974841,wet
6.070247828234767,0.2071879548918133,0.3741801495944733,1.4866538215190364,20.015791577839607,0.4726347965821942,0.11382608993832638,67.49002558746801,dry
13.671449355762649,0.3664903826858146,0.2532047352599338,2.9170753308660586,27.190512880049454,0.4148004286206837,0.1427149421173165,69.48612823682997,dry
67.40606531607985,0.5713879705917364,0.6144958549105516,4.351187711326803,37.99114771626188,0.7046178539476089,0.616491957847328,109.7241071571242,wet
